,Category,Message,Number of exclamations,Question Marks,words,STOP WORDS,NUMBER OF STOP WORDS,DATE,ORG,CARDINAL,LOC,GPE,EVENT,MONEY,number of dates,number of Cardinals,number of financial Terms,number of Times,ADJECTIVES,Number of ADJECTIVES,INTERJECTION,Number of INTERJECTION,NOUNS,Number of NOUNS,Verbs,Number of Verbs,WHwords,Number of WHwords,Foreign word,Number of Foreign word,Foreign Word,Number of digits
1416,spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs,0,0,28,"['to', 'you', 're', 'your', 'to', 'our', 'for', 'a', 'or', 'now']",10,0,0,0,0,0,0,0,0,1,0,0,"['mobile', 'free']",2,[],0,"['reply', 'sms', 'video', 'mins', 'UNLIMITED', 'TEXT', 'camcorder', 'Reply', 'Del', 'Thurs']",10,"['tried', 'call', 're', 'call']",4,[],0,[],0,,14
1417,ham,K...k...when will you give treat?,0,1,5,"['when', 'will', 'you']",3,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,"['K', 'k', 'treat']",3,['give'],1,[],0,[],0,,0
1418,spam,"This is the 2nd time we have tried to contact u. U have won the £400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate",1,0,30,"['is', 'the', 'we', 'have', 'to', 'have', 'won', 'the', 'is', 'just']",10,0,0,0,0,0,0,0,2,1,1,0,"['2nd', 'u.', 'easy']",3,[],0,"['time', 'U', '£400', 'prize', 'claim', 'NOW', 'minute', 'BT-national-rate']",8,"['is', 'have', 'tried', 'contact', 'have', 'won', 'is', 'call']",8,[],0,[],0,,19
1419,ham,He's just gonna worry for nothing. And he won't give you money its no use.,0,0,15,"['just', 'for', 'he', 'you', 'its', 'no']",6,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,"['nothing', 'money', 'use']",3,"[""'s"", 'gon', 'worry', 'give']",4,[],0,[],0,,0
1420,ham,Did you get any gift? This year i didnt get anything. So bad,0,1,13,"['you', 'any', 'i']",3,0,0,0,0,0,0,0,1,0,0,0,['bad'],1,[],0,"['Did', 'gift', 'year', 'i', 'anything']",5,"['get', 'didnt', 'get']",3,[],0,[],0,,0
1421,ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,0,0,25,"['out', 'there', 'the', 'in', 'of', 'some', 'where', 'out', 'there', 'where']",10,0,0,0,0,0,0,0,0,0,0,0,"['pale', 'u', 'dreams', 'true', 'sweet']",5,[],0,"['moon', 'someone', 'think', 'goodnite', 'amp', 'dreams']",6,"['beneath', 'light', 'come']",3,[],0,[],0,,0
1422,ham,Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant,0,0,41,"['there', 'a', 'of', 'my', 'me', 'to', 'up', 'and', 'with', 'them', 'and', 'then', 'me', 'that', 'a', 'them', 'too', 'their', 'doing', 'other', 'so', 'you', 'how']",23,0,0,0,0,0,0,0,0,0,0,0,"['pattern', 'other', 'hesitant']",3,[],0,"['emerging', 'friends', 'smoke', 'weed', 'things']",5,"[""'s"", 'telling', 'drive', 'come', 'telling', ""'m"", 'fiend/make', 'smoke', 'much/impede', 'doing', 'see', ""'m""]",12,[],0,[],0,,0
1423,ham,", ow u dey.i paid 60,400thousad.i told  u would call .",0,0,11,[],0,0,0,0,0,0,0,0,0,1,0,0,"['u', 'told']",2,[],0,"['dey.i', 'u']",2,"['paid', 'call']",2,[],0,[],0,,5
1424,ham,IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx,2,2,25,[],0,0,0,0,0,0,0,0,0,1,0,0,[],0,[],0,"['IM', 'FINE', 'BABES', 'AINT', 'BEEN', 'UP', 'MUCH', 'THO', 'SAW', 'SCARY', 'MOVIE', 'YEST', 'ITS', 'QUITE', 'FUNNY', 'WANT', 'AFTERNOON', 'AT', 'TOWN', 'OR', 'MALL', 'OR', 'SUMTHIN', 'xx']",24,[],0,[],0,[],0,,2
1425,ham,I'm reaching home in 5 min.,0,0,6,['in'],1,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,"['home', 'min']",2,"[""'m"", 'reaching']",2,[],0,[],0,,1
1426,ham,"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx",1,0,34,"['you', 'were', 'but', 'are', 'so', 'me', 'a', 'when', 'you', 'and', 'i', 'all', 'is', 'and', 'all']",15,0,0,0,0,0,0,0,0,0,0,0,"['ok', 'free', 'etc', 'i', 'nose']",5,[],0,"['Forgot', 'today', 'Wan', 'things', 'text', '/', 'Hope', 'essay', 'xx']",9,"['were', 'working', 'chat', 'are', 'drop', ""'re"", 'bored', 'ring', 'is']",9,[],0,[],0,,0
1427,ham,Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel,0,0,21,"['we', 'to', 'not', 'can', 'to', 'from', 'our']",7,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,"['Ha', 'tram', 'cousin', 'market', 'hotel']",5,"['walk', 'everywhere', 'take', 'said', 'walk', 'vic']",6,[],0,[],0,,0
1428,spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",0,2,30,"['a', 'with', 'or', 'a', 'are', 'on', 'what', 'or', 'to']",9,0,0,0,0,0,0,0,1,2,0,0,[],0,[],0,"['Wan2', 'Meet+Greet', 'Westlife', 'U', 'm8', 'tour', 'Unbreakable', 'Unkempt', 'Cost', '+std', 'text']",11,"['win', 'are', 'Untamed', 'Text']",4,['what'],1,['what'],1,,16
1429,spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,1,0,24,"['our', 'on', 'between', 'as', 'you', 'have', 'a', 'or']",8,0,0,0,0,0,0,0,0,1,1,0,['guaranteed'],1,[],0,"['customer', 'service', 'representative', 'FREEPHONE', 'cash', 'prize']",6,"['Please', 'call', 'have', 'WON']",4,[],0,[],0,,22
1430,ham,Discussed with your mother ah?,0,1,5,"['with', 'your']",2,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,"['mother', 'ah']",2,['Discussed'],1,[],0,[],0,,0
1431,ham,Ok.,0,0,1,[],0,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,['Ok'],1,[],0,[],0,[],0,,0
1432,ham,"Sorry, I can't text &amp; drive coherently, see you in twenty",0,0,11,"['you', 'in']",2,0,0,0,0,0,0,0,0,1,0,0,[],0,[],0,"['Sorry', 'drive', 'twenty']",3,"['text', 'amp', 'see']",3,[],0,[],0,,0
1433,spam,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,1,0,12,"['will', 'be', 'this', 'it']",4,0,0,0,0,0,0,0,1,0,0,0,[],0,[],0,"['week', 'Triple', 'Echo', 'ringtone']",4,"['be', 'receiving', 'Enjoy']",3,[],0,[],0,,0
1434,ham,In which place i can get rooms cheap:-),0,0,8,"['which', 'i', 'can']",3,0,0,0,0,0,0,0,0,0,0,0,['cheap'],1,[],0,"['place', 'i', 'rooms']",3,['get'],1,[],0,[],0,,0
1435,ham,Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.,0,0,20,"['that', 'a', 'of', 'is', 'it']",5,0,0,0,0,0,0,0,0,0,0,1,['American'],1,[],0,"['Eek', 'lot', 'time', 'Pie', 'minutes']",5,"[""'s"", 'is', 'stop', 'singing']",4,[],0,[],0,,1
1436,ham,GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI,0,0,7,[],0,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,"['GRAN', 'ONLYFOUND', 'OUT', 'AFEW', 'DAYS', 'AGO.CUSOON', 'HONI']",7,[],0,[],0,[],0,,0
1437,spam,"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at £350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS",2,0,29,"['been', 'to', 'in', 'of', 'at', 'to']",6,0,0,0,0,0,0,0,0,2,1,0,"['top', 'British', 'Dial']",3,[],0,"['U', 'hotels', 'NOTHING', 'Holiday', '£350', 'National', 'Rate', 'Call', 'Bx526', 'SW73SS']",10,"[""'ve"", 'been', 'selected', 'stay', 'valued', 'claim']",6,[],0,[],0,,23
1438,ham,University of southern california.,0,0,4,['of'],1,0,0,0,0,0,0,0,0,0,0,0,['southern'],1,[],0,"['University', 'california']",2,[],0,[],0,[],0,,0
1439,ham,We have to pick rayan macleran there.,0,0,7,"['have', 'to', 'there']",3,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,"['rayan', 'macleran']",2,"['have', 'pick']",2,[],0,[],0,,0
1440,ham,U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...,0,1,20,"['i', 'to', 'do', 'a', 'not']",5,0,0,0,0,0,0,0,0,0,0,0,"['wan', 'infernal']",2,[],0,"['U', 'gd', 'lor', 'shopping', 'i', 'stuff', 'watch', 'affairs', 'Come', 'lar']",10,"['go', 'got', 'do', 'U']",4,[],0,[],0,,1
1441,ham,Well. Balls. Time to make calls,0,0,6,['to'],1,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,"['Balls', 'Time', 'calls']",3,['make'],1,[],0,[],0,,0
1442,ham,Wat time ü wan today?,0,1,5,[],0,0,0,0,0,0,0,0,1,0,0,0,['Wat'],1,[],0,"['time', 'ü', 'wan', 'today']",4,[],0,[],0,[],0,,0
1443,ham,&lt;#&gt;  in mca. But not conform.,0,0,6,"['in', 'not']",2,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,"['lt', 'gt', 'mca']",3,['conform'],1,[],0,[],0,,0
1444,ham,Oh ok.. Wat's ur email?,0,1,5,[],0,0,0,0,0,0,0,0,0,0,0,0,"['ok', 'ur']",2,['Oh'],1,"['..', 'Wat', 'email']",3,[],0,[],0,[],0,,0
1445,ham,"Yes, princess. Are you going to make me moan?",0,1,9,"['you', 'to', 'me']",3,0,0,0,0,0,0,0,0,0,0,0,[],0,['Yes'],1,['princess'],1,"['Are', 'going', 'make', 'moan']",4,[],0,[],0,,0
1446,ham,Lol its ok I didn't remember til last nite,0,0,9,"['its', 'did']",2,0,0,0,0,0,0,0,0,0,0,0,"['last', 'nite']",2,[],0,"['Lol', 'ok']",2,"['did', 'remember', 'til']",3,[],0,[],0,,0
1447,ham,"[…] anyway, many good evenings to u! s",1,0,8,"['to', 's']",2,0,0,0,0,0,0,0,0,0,0,0,"['[', 'many', 'good']",3,[],0,"['…', ']', 'evenings', 's']",4,['u'],1,[],0,[],0,,0
1448,ham,"Cool, I'll text you in a few",0,0,7,"['you', 'in', 'a', 'few']",4,0,0,0,0,0,0,0,0,0,0,0,['few'],1,[],0,['Cool'],1,['text'],1,[],0,[],0,,0
1449,ham,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds..",0,0,14,"['i', 'in', 'my']",3,0,0,0,0,0,0,0,0,0,0,0,['i'],1,[],0,"['Sorry', 'vikky', 'movie', 'kano', 'trishul', 'theatre', 'wit', 'frnds']",8,"[""'m"", 'Watching', 'olave', 'mandara', '..']",5,[],0,[],0,,0
1450,ham,I'm very happy for you babe ! Woo hoo party on dude!,2,0,12,"['very', 'for', 'you', 'on']",4,0,0,0,0,0,0,0,0,0,0,0,['happy'],1,[],0,"['Woo', 'party', 'dude']",3,"[""'m"", 'babe', 'hoo']",3,[],0,[],0,,0
1451,ham,I am taking you for italian food. How about a pretty dress with no panties? :),0,1,16,"['am', 'you', 'for', 'about', 'a', 'with', 'no']",7,0,0,0,0,0,0,0,0,0,0,0,"['italian', 'pretty']",2,[],0,"['food', 'dress', 'panties']",3,"['am', 'taking']",2,[],0,[],0,,0
1452,ham,Wot u up 2? Thout u were gonna call me!! Txt bak luv K,2,1,14,"['up', 'were', 'me']",3,0,0,0,0,0,0,0,0,1,0,0,['u'],1,[],0,"['Wot', 'Txt', 'bak', 'luv', 'K']",5,"['u', 'were', 'gon', 'call']",4,[],0,[],0,,1
1453,spam,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,1,0,28,"['to', 'your', 'which', 'you', 'are', 'to', 'as', 'a']",8,0,0,0,0,0,0,0,0,1,1,0,"['call', 'mobile']",2,[],0,"['YOU', 'CHOSEN', 'TO', 'RECEIVE', 'A', '£350', 'AWARD', 'Pls', 'claim', 'number', 'award', 'customer']",12,"['ARE', 'collect', 'are', 'selected', 'receive', 'valued']",6,[],0,[],0,,14
1454,ham,How are you holding up?,0,1,5,"['are', 'you', 'up']",3,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,[],0,"['are', 'holding']",2,[],0,[],0,,0
1455,ham,Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please....,0,0,16,"['yourself', 'that', 'of', 'of', 'in']",5,0,0,0,0,0,0,0,0,1,0,1,"['mine', 'ten']",2,[],0,"['Dont', 'flatter', 'man', 'pints', 'carlin', 'minutes']",6,"['Tell', 'please', '....']",3,[],0,[],0,,0
1456,ham,Hope you are not scared!,1,0,5,"['you', 'are', 'not']",3,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,['Hope'],1,"['are', 'scared']",2,[],0,[],0,,0
1457,ham,I cant pick the phone right now. Pls send a message,0,0,11,"['the', 'now', 'a']",3,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,"['phone', 'Pls', 'message']",3,"['cant', 'pick', 'send']",3,[],0,[],0,,0
1458,ham,I'm at home n ready...,0,0,5,['at'],1,0,0,0,0,0,0,0,0,0,0,0,['ready'],1,[],0,"['home', 'n']",2,"[""'m""]",1,[],0,[],0,,0
1459,spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,1,0,24,"['our', 'on', 'between', 'as', 'you', 'have', 'a', 'or']",8,0,0,0,0,0,0,0,0,1,1,0,['guaranteed'],1,[],0,"['customer', 'service', 'representative', 'FREEPHONE', 'cash', 'prize']",6,"['Please', 'call', 'have', 'WON']",4,[],0,[],0,,22
1460,ham,What time do u get out?,0,1,6,"['do', 'out']",2,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,['time'],1,"['do', 'get']",2,['What'],1,['What'],1,,0
1461,ham,I am literally in bed and have been up for like  &lt;#&gt;  hours,0,0,13,"['am', 'in', 'and', 'have', 'been', 'up', 'for']",7,0,0,0,0,0,0,0,0,0,0,1,[],0,[],0,"['bed', 'gt', 'hours']",3,"['am', 'have', 'been', 'lt']",4,[],0,[],0,,0
1462,ham,"Yes, my reg is  Ciao!",1,0,5,"['my', 'is']",2,0,0,0,0,0,0,0,0,0,0,0,[],0,['Yes'],1,"['reg', 'Ciao']",2,['is'],1,[],0,[],0,,0
1463,ham,If You mean the website. Yes.,0,0,6,['the'],1,0,0,0,0,0,0,0,0,0,0,0,[],0,['Yes'],1,['website'],1,['mean'],1,[],0,[],0,,0
1464,spam,Win a £1000 cash prize or a prize worth £5000,0,0,10,"['a', 'or', 'a']",3,0,0,0,0,0,0,0,0,0,2,0,['prize'],1,[],0,"['£1000', 'cash', 'prize', 'worth', '£5000']",5,['Win'],1,[],0,[],0,,8
1465,spam,"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182",0,0,23,"['for', 'your', 'will', 'be', 'your', 'not']",6,0,0,0,0,0,0,0,1,1,0,0,['arrive'],1,[],0,"['Thanks', 'ringtone', 'order', 'reference', 'number', 'X49.Your', 'mobile', 'tone', 'please', 'customer', 'services']",11,"['be', 'charged', 'call']",3,[],0,[],0,,16
1466,ham,Lol or I could just starve and lose a pound by the end of the day.,0,0,16,"['or', 'just', 'and', 'a', 'by', 'the', 'of', 'the']",8,0,0,0,0,0,0,0,1,0,0,0,[],0,[],0,"['Lol', 'pound', 'end', 'day']",4,"['starve', 'lose']",2,[],0,[],0,,0
1467,ham,Yeah that's the impression I got,0,0,6,"['that', 'the']",2,0,0,0,0,0,0,0,0,0,0,0,[],0,['Yeah'],1,['impression'],1,"[""'s"", 'got']",2,[],0,[],0,,0
1468,ham,Ok ok take care. I can understand.,0,0,7,['can'],1,0,0,0,0,0,0,0,0,0,0,0,['Ok'],1,[],0,"['ok', 'care']",2,"['take', 'understand']",2,[],0,[],0,,0
1469,ham,"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL",0,0,26,"['there', 'is', 'a', 'for', 'you', 'to', 'it', 'there', 'is', 'and']",10,0,0,0,0,0,0,0,0,0,0,0,"['best', 'trust']",2,[],0,"['Motivate', 'Behind', 'darkness', 'light', 'friend', 'BSLVYL']",6,"['is', 'shining', 'waiting', 'find', 'is', 'love']",6,[],0,[],0,,0
1470,ham,"Ya ok, then had dinner?",0,1,5,"['then', 'had']",2,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,"['Ya', 'dinner']",2,['had'],1,[],0,[],0,,0
1471,ham,I was slept that time.you there?,0,1,6,"['was', 'that', 'there']",3,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,['time.you'],1,"['was', 'slept']",2,[],0,[],0,,0
1472,ham,dont make ne plans for nxt wknd coz she wants us to come down then ok,0,0,16,"['for', 'she', 'to', 'down', 'then']",5,0,0,0,0,0,0,0,0,0,0,0,"['ne', 'nxt']",2,[],0,"['dont', 'plans', 'wknd', 'coz']",4,"['make', 'wants', 'come', 'ok']",4,[],0,[],0,,0
1473,ham,When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.,0,0,32,"['is', 'will', 'you', 'the', 'the', 'you', 'have', 'a', 'in', 'the', 'these', 'are']",12,0,0,0,0,0,0,0,0,0,0,0,"['social', 'important']",2,[],0,"['school', 'weather', 'food', 'support', 'system', 'friends', 'school', 'things']",8,"['is', 'starting', 'stay', ""'s"", 'Do', 'have', 'are']",7,['What'],1,['What'],1,,0
1474,ham,"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)",0,0,49,"['me', 'so', 'i', 'did', 'any', 'and', 'a', 'me', 'so', 'how', 'can', 'i', 'these', 'to', 'those', 'to', 'me']",17,0,0,0,0,0,0,0,0,0,0,0,"['u', 'many', 'u', 'ur', 'much', 'nxt']",6,[],0,"['Ha', 'ha', 'nan', 'yalrigu', 'heltini', '..', 'Iyo', 'kothi', 'chikku', 'things', '..', 'i', 'body', 'word', 'abt', '..', 'others', '..', 'Plz', 'time', 'dont', 'words', '..', 'chikku', 'B-']",25,"['shared', 'wit', 'did', 'told', 'uttered', 'trusting', 'i', 'tell', 'use']",9,[],0,[],0,,0
1475,ham,Noice. Text me when you're here,0,0,6,"['me', 'when', 'you', 'here']",4,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,"['Noice', 'Text']",2,"[""'re""]",1,[],0,[],0,,0
1476,ham,Hi di is yijue we're meeting at 7 pm at esaplanade tonight.,0,0,12,"['is', 'we', 'at', 'at']",4,0,0,0,0,0,0,0,0,0,0,2,['yijue'],1,[],0,"['Hi', 'di', 'pm', 'esaplanade', 'tonight']",5,"['is', ""'re"", 'meeting']",3,[],0,[],0,,1
1477,spam,Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP,0,1,29,"['a', 'if', 'who', 'the', 'of', 'will', 'be', 'her', 'to']",9,0,0,0,0,0,0,0,0,1,1,0,"['u', 'new', 'first']",3,[],0,"['Moby', 'Pub', 'Quiz.Win', '£100', 'High', 'Street', 'Duchess', 'Cornwall', 'Txt', 'name', 'STOP', '£1.50', 'SP']",13,"['prize', 'know', 'be']",3,['who'],1,['who'],1,,23
1478,spam,"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only £1.50/week. SavaMob - offers mobile!",2,0,24,"['are', 'now', 'for']",3,0,0,0,0,0,0,0,3,1,0,0,"['accessible', '£1.50/week']",2,[],0,"['weeks', 'SavaMob', 'member', 'offers', 'Just', 'details', 'SavaMob', 'POBOX', 'LA3', 'SavaMob', 'offers']",11,"['are', 'call', 'mobile']",3,[],0,[],0,,19
1479,ham,"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was",0,1,29,"['been', 'you', 'me', 'to', 'me', 'not', 'as', 'what', 'doing', 'as', 'was']",11,0,0,0,0,0,0,0,0,0,0,0,"['free', 'sure']",2,[],0,"['Aight', 'address']",2,"[""'ve"", 'been', 'set', 'think', 'text', 'blake', 'occurs', ""'m"", ""'m"", 'doing', 'thought', 'was']",12,['what'],1,['what'],1,,0
1480,ham,Hi dear we saw dear. We both are happy. Where you my battery is low,0,0,15,"['we', 'both', 'are', 'you', 'my', 'is']",6,0,0,0,0,0,0,0,0,0,0,0,"['dear', 'happy', 'low']",3,[],0,"['Hi', 'battery']",2,"['dear', 'saw', 'are', 'is']",4,[],0,[],0,,0
1481,ham,How are you. Its been ages. How's abj,0,0,8,"['are', 'you', 'been']",3,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,"['ages', 'How', 'abj']",3,"['are', 'been']",2,[],0,[],0,,0
1482,ham,Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!,3,4,22,"['you', 'have', 'in', 'all', 'the', 'in', 'this']",7,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,"['Prof', 'papers', 'sem', 'congrats', 'Student', 'Enna', '..', 'Prof', 'Gud', 'mrng']",10,"['have', 'passed', 'kalaachutaarama']",3,[],0,[],0,,0
1483,ham,Dont kick coco when he's down,0,0,6,"['when', 'he', 'down']",3,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,"['Dont', 'kick', 'coco']",3,"[""'s""]",1,[],0,[],0,,0
1484,ham,Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit,0,0,18,"['you', 'at', 'we', 'are', 'not', 'not', 'this']",7,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,"['Fyi', 'gt', 'shit']",3,"[""'m"", 'gon', 'call', 'starting', 'lt', 'are', 'doin']",7,[],0,[],0,,0
1485,spam,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7",1,0,26,"['are', 'being', 'by', 'our', 'by', 'you', 'out', 'who', 'it', 'is', 'from', 'your', 'or']",13,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,"['Dating', 'Service', 'someone', 'call', 'mobile', 'PoBox75LDNS7']",6,"['are', 'being', 'contacted', 'know', 'find', 'is', 'landline']",7,['who'],1,['who'],1,,14
1486,spam,TBS/PERSOLVO. been chasing us since Sept for£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.,0,0,21,"['been', 'not', 'now', 'to', 'your', 'will', 'them']",7,0,0,0,0,0,0,0,1,0,0,0,[],0,[],0,"['TBS/PERSOLVO', 'Sept', 'thanks', 'information', 'Kath', 'Manchester']",6,"['been', 'chasing', 'for£38', 'paying', 'ignore']",5,[],0,[],0,,2
1487,ham,Hope youre not having too much fun without me!! see u tomorrow love jess x,2,0,15,"['not', 'having', 'too', 'me']",4,0,0,0,0,0,0,0,1,0,0,0,"['much', 'u']",2,[],0,"['Hope', 'fun', 'tomorrow', 'love', 'jess', 'x']",6,"['having', 'see']",2,[],0,[],0,,0
1488,ham,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all,0,0,20,"['i', 'or', 'any', 'all', 'are', 'me', 'am', 'a', 'for', 'all']",10,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,"['Ok', 'i', 'call', 'disturb', 'burden']",5,"['wont', 'know', 'are', 'avoiding', 'am']",5,[],0,[],0,,0
1489,ham,I've reached home n i bathe liao... U can call me now...,0,0,12,"['i', 'can', 'me', 'now']",4,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,"['home', 'n', 'bathe', 'liao', 'U']",5,"[""'ve"", 'reached', 'i', 'call']",4,[],0,[],0,,0
1490,spam,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,1,0,16,"['for', 'any', 'if', 'you', 'have', 'on']",6,0,0,0,0,0,0,0,0,0,0,0,['purpose'],1,[],0,"['Loans', 'Credit', 'Welcome', 'Call', 'NoWorriesLoans.com']",5,"['have', 'Bad', 'Tenants']",3,[],0,[],0,,11
1491,ham,Was the actual exam harder than NBME,0,0,7,"['the', 'than']",2,0,0,0,0,0,0,0,0,0,0,0,['actual'],1,[],0,"['exam', 'harder', 'NBME']",3,[],0,[],0,[],0,,0
1492,ham,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol,0,0,17,"['of', 'this', 'it']",3,0,0,0,0,0,0,0,0,0,0,0,"['sickness', 'easy', 'u']",3,[],0,"['lot', 'thing', 'round', 'Hope', 'feel']",5,"['going', 'Take', 'Lol']",3,[],0,[],0,,0
1493,ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",0,0,19,"['up', 'a', 'and', 'and', 'the', 'he']",6,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,"['God', 'flower', 'dippeditinaDEW', 'itwhichturnedinto', 'u', 'tomeandsaid', 'THIS', 'FRIEND']",8,"['picked', 'touched', 'gifted', 'IS']",4,[],0,[],0,,1
1494,spam,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,1,0,25,"['off', 'a', 'with', 'to', 'to', 'to']",6,0,0,0,0,0,0,0,0,3,0,0,"['new', 'mobile', 'ur']",3,[],0,"['Kick', 'season', 'FREE', 'goals', 'news', 'Txt', 'club', 'name', 'eg', 'VILLA']",10,['ur'],1,[],0,[],0,,16
1495,ham,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.,0,0,20,"['now', 'we', 'not', 'a', 'then', 'how', 'can', 'i', 'the']",9,0,0,0,0,0,0,0,0,0,0,0,['single'],1,[],0,"['Hey', 'time', 'situation', 'sathya']",4,"['sathya', 'dint', 'i', 'saw']",4,[],0,[],0,,0
1496,ham,Gam gone after outstanding innings.,0,0,5,['after'],1,0,0,0,0,0,0,0,0,0,0,0,['outstanding'],1,[],0,"['Gam', 'innings']",2,['gone'],1,[],0,[],0,,0
1497,ham,O i played smash bros  &lt;#&gt;  religiously.,0,0,7,['i'],1,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,"['O', 'i', 'smash', 'bros', 'lt', 'gt']",6,['played'],1,[],0,[],0,,0
